cosmology_parameters_cosmology_name,detector_parameters_ccd_gain,detector_parameters_exposure_time,detector_parameters_magnitude_zero_point,detector_parameters_num_exposures,detector_parameters_pixel_scale,detector_parameters_read_noise,detector_parameters_sky_brightness,los_parameters_alpha_dz_factor,los_parameters_c_0,los_parameters_conc_beta,los_parameters_conc_m_ref,los_parameters_conc_zeta,los_parameters_cone_angle,los_parameters_delta_los,los_parameters_dex_scatter,los_parameters_dz,los_parameters_m_max,los_parameters_m_min,los_parameters_r_max,los_parameters_r_min,los_parameters_z_min,main_deflector_parameters_M200,main_deflector_parameters_center_x,main_deflector_parameters_center_y,main_deflector_parameters_dec_0,main_deflector_parameters_e1,main_deflector_parameters_e2,main_deflector_parameters_gamma,main_deflector_parameters_gamma1,main_deflector_parameters_gamma2,main_deflector_parameters_ra_0,main_deflector_parameters_theta_E,main_deflector_parameters_z_lens,psf_parameters_fwhm,psf_parameters_psf_type,source_parameters_R_sersic,source_parameters_center_x,source_parameters_center_y,source_parameters_e1,source_parameters_e2,source_parameters_magnitude,source_parameters_n_sersic,source_parameters_output_ab_zeropoint,source_parameters_z_source,subhalo_parameters_c_0,subhalo_parameters_conc_beta,subhalo_parameters_conc_m_ref,subhalo_parameters_conc_zeta,subhalo_parameters_dex_scatter,subhalo_parameters_k1,subhalo_parameters_k2,subhalo_parameters_m_max,subhalo_parameters_m_min,subhalo_parameters_m_pivot,subhalo_parameters_shmf_plaw_index,subhalo_parameters_sigma_sub
planck18,1.58,1380.0,25.127,4.0,0.04,3.0,21.83,5.0,16.565006064145656,0.5829746503015079,100000000.0,-0.25757069907244146,8.0,1.2812832013761533,0.10351868547409904,0.01,10000000000.0,10000000.0,10.0,0.5,0.01,10000000000000.0,-0.012340040092647733,0.010269240328793538,0.0,0.027258451543458764,0.13063064854228768,1.998048293180188,-0.0014692512989798441,-0.01459605484214719,0.0,0.9665044875271666,0.5,0.03,GAUSSIAN,0.3255565176095402,-0.3258203463551167,-0.18496137322823814,-0.026736087200049483,-0.05851247659663387,23.574855994735323,3.4545508282198716,25.127,2.187859492322483,17.109057813664315,0.6180986698946486,100000000.0,-0.2226726702171093,0.12922741034190094,0.0,0.0,10000000000.0,10000000.0,10000000000.0,-1.9029919119463787,0.00102667857893858
planck18,1.58,1380.0,25.127,4.0,0.04,3.0,21.83,5.0,17.332730124884396,0.6361762994504934,100000000.0,-0.2605135329035307,8.0,0.231902881998317,0.12884137879585028,0.01,10000000000.0,10000000.0,10.0,0.5,0.01,10000000000000.0,-0.19257461591627048,-0.1599643344898812,0.0,-0.08039580944314101,-0.02201625427735535,2.0838857923561838,0.03724768661169554,0.01682317544599794,0.0,1.1135944564839104,0.5,0.03,GAUSSIAN,0.3105177827271717,-0.03972580516986321,-0.13496049421750472,0.042942794946812406,-0.09374114550206171,24.48280882681045,3.2978708048918204,25.127,2.5254372196625545,17.396864558640377,0.6326586674150746,100000000.0,-0.2805005780921967,0.1402389383205922,0.0,0.0,10000000000.0,10000000.0,10000000000.0,-1.8684870316032567,0.0009783682170328746
planck18,1.58,1380.0,25.127,4.0,0.04,3.0,21.83,5.0,16.700047398517977,0.7769507126455502,100000000.0,-0.28263725438676685,8.0,1.4611361052153469,0.11978232336573826,0.01,10000000000.0,10000000.0,10.0,0.5,0.01,10000000000000.0,-0.3049605315372737,0.14230975542595786,0.0,-0.10731050266198272,0.010620687033199742,2.0524571541878243,-0.0068828638955810584,-0.01813593734280913,0.0,0.9801229925521138,0.5,0.03,GAUSSIAN,0.28107748600244764,0.003584255501638057,0.05609891756982954,0.08646345349276849,-0.048210978143181336,22.454369705559163,2.28290016873276,25.127,1.6690523834994588,16.387023767433178,0.8495417204996475,100000000.0,-0.2243874546920872,0.14030047308986743,0.0,0.0,10000000000.0,10000000.0,10000000000.0,-1.8875072706250762,0.0021591746997175333
planck18,1.58,1380.0,25.127,4.0,0.04,3.0,21.83,5.0,17.26078143790886,0.7411073500365928,100000000.0,-0.2862592788643847,8.0,0.8944365925493827,0.11667586944857321,0.01,10000000000.0,10000000.0,10.0,0.5,0.01,10000000000000.0,0.05177915927918021,0.05560253550391453,0.0,0.13874729027179386,-0.0926875363330868,1.8420220203559157,0.023253863323897433,-0.029152217914767922,0.0,1.225546006410725,0.5,0.03,GAUSSIAN,0.3504435466052078,-0.3087255646598394,0.005777365825514453,0.02310943747279963,0.018425465367299398,24.167271343704122,2.993056474669672,25.127,1.9271301034947044,17.251268924104583,0.5641904019259038,100000000.0,-0.20985485625723788,0.10773845354317516,0.0,0.0,10000000000.0,10000000.0,10000000000.0,-1.9066942043322563,0.0026647415244481216
planck18,1.58,1380.0,25.127,4.0,0.04,3.0,21.83,5.0,17.78235809216345,0.8083960873042213,100000000.0,-0.20283839582613394,8.0,0.8805239237966764,0.11537740849331427,0.01,10000000000.0,10000000.0,10.0,0.5,0.01,10000000000000.0,-0.0008730828108077315,-0.02666369230818527,0.0,0.1299895843885705,-0.13071205657358648,2.09389033649707,-0.07013236911279327,0.014181775794184044,0.0,0.9071765107904385,0.5,0.03,GAUSSIAN,0.4003076475711812,-0.008461628343039505,-0.1627306854416985,-0.10550636735119037,-0.02330357127332499,24.750609613366795,2.717864831138767,25.127,2.155304713672138,16.078369430832137,0.5657347909962579,100000000.0,-0.253905492916481,0.1341952743548502,0.0,0.0,10000000000.0,10000000.0,10000000000.0,-1.9116124501294616,0.0002930012813553494
planck18,1.58,1380.0,25.127,4.0,0.04,3.0,21.83,5.0,16.60395545204054,0.7986600972389681,100000000.0,-0.2711718738220974,8.0,2.100963047272633,0.12890711146876746,0.01,10000000000.0,10000000.0,10.0,0.5,0.01,10000000000000.0,0.45042190640548563,0.11852617413343375,0.0,0.01705263877251369,-0.1428973211180466,1.9489828607586488,0.012432457451277202,-0.03152808890504858,0.0,1.1546037550644974,0.5,0.03,GAUSSIAN,0.39640962475902825,0.23588139648454232,0.05564908731747893,0.07427468434015157,0.09258562261385339,21.54879337846335,2.5324548436363887,25.127,2.039827844911259,17.450938736274864,0.7402410438217923,100000000.0,-0.29786808824934724,0.14961874138865924,0.0,0.0,10000000000.0,10000000.0,10000000000.0,-1.9199875503787054,0.0016889720669185785
planck18,1.58,1380.0,25.127,4.0,0.04,3.0,21.83,5.0,17.010661164043828,0.5823473352503622,100000000.0,-0.22806874377844727,8.0,0.7986394333426938,0.1478404861157569,0.01,10000000000.0,10000000.0,10.0,0.5,0.01,10000000000000.0,-0.002878793789697532,-0.009287605792847046,0.0,0.054270886798530066,-0.15652816194781527,1.7676460866236465,0.006120267606852622,-0.050290778356536725,0.0,1.1686631369146616,0.5,0.03,GAUSSIAN,0.39841693860981287,-0.058642284675244565,0.15609100864322897,0.020947946759396024,0.08848900233705986,20.64479133130687,2.8787853630309104,25.127,2.2373358851446628,16.604086885210105,0.8335416604361934,100000000.0,-0.2758529816608274,0.1069993465411544,0.0,0.0,10000000000.0,10000000.0,10000000000.0,-1.860142482878735,0.0006231624731572543
planck18,1.58,1380.0,25.127,4.0,0.04,3.0,21.83,5.0,17.17046929703724,0.7380751265151952,100000000.0,-0.2722457040140318,8.0,0.6320398527626232,0.1361519050433668,0.01,10000000000.0,10000000.0,10.0,0.5,0.01,10000000000000.0,-0.2414091025800466,-0.19707377797034967,0.0,-0.023124405421031047,0.08178816860198525,1.8890115425659264,-0.07801919965081949,0.06214543540522344,0.0,1.154546382551753,0.5,0.03,GAUSSIAN,0.26870686245090053,-0.2894916800473281,-0.11750511296504408,-0.021809635559734062,-0.11203180626852152,24.2976754885676,2.83286523896395,25.127,2.7654213639164484,16.196657143773436,0.8007438737781063,100000000.0,-0.231240106204906,0.1547306931259729,0.0,0.0,10000000000.0,10000000.0,10000000000.0,-1.864706918254183,0.00232016255287509
planck18,1.58,1380.0,25.127,4.0,0.04,3.0,21.83,5.0,17.744402691603828,0.5652318985290181,100000000.0,-0.2660407495274623,8.0,0.5095929127861085,0.14804070520795357,0.01,10000000000.0,10000000.0,10.0,0.5,0.01,10000000000000.0,-0.2858211398752184,-0.1711317743715881,0.0,-0.05895927137044696,0.10804256904426282,2.0203803516464864,0.05941384982223946,-0.021005185585415243,0.0,1.0198283617088089,0.5,0.03,GAUSSIAN,0.332620851874757,0.09814219336798179,0.0902927789703749,0.06564032932547385,0.1250178488204052,24.713291145883137,1.5846589775556543,25.127,2.6334504301716284,17.749184382997164,0.7211305474835462,100000000.0,-0.2836835828817503,0.11108440084916438,0.0,0.0,10000000000.0,10000000.0,10000000000.0,-1.8515311882699843,0.002702156174736499
planck18,1.58,1380.0,25.127,4.0,0.04,3.0,21.83,5.0,17.057823404928453,0.8297073003925464,100000000.0,-0.2597624872748788,8.0,0.9155815227884665,0.1579652736618386,0.01,10000000000.0,10000000.0,10.0,0.5,0.01,10000000000000.0,-0.06974529313349412,-0.1668764495275786,0.0,0.14941952906876166,0.07109694175754781,1.8846870195127503,-0.010904021542529499,-0.06010985868992599,0.0,0.9902405314236413,0.5,0.03,GAUSSIAN,0.29163336182618427,0.2386044213437389,0.13344136700125656,0.16312517055918618,0.023559368903117404,20.524771693926564,2.6546093454820925,25.127,1.8679050630283536,17.587129190218807,0.7797689222565559,100000000.0,-0.20528161905939357,0.1154261751541442,0.0,0.0,10000000000.0,10000000.0,10000000000.0,-1.8401307283979391,0.001984785232572662
planck18,1.58,1380.0,25.127,4.0,0.04,3.0,21.83,5.0,17.896372645163538,0.6987159991862172,100000000.0,-0.27735379157458456,8.0,0.5131844278293238,0.10852042757595837,0.01,10000000000.0,10000000.0,10.0,0.5,0.01,10000000000000.0,0.07108415263113547,-0.20695129380452001,0.0,0.13511243399120765,0.0228752035233369,1.98674128407223,0.09081665273127976,0.059707999139489425,0.0,0.9101910707157151,0.5,0.03,GAUSSIAN,0.2717167407738478,-0.1431771581955762,0.029556362757134785,-0.12262058608218279,-0.10862889196426906,22.851883089176066,3.4108459785530534,25.127,2.127170456727262,16.845404427321796,0.790323635350337,100000000.0,-0.22642705457858595,0.10604498062697522,0.0,0.0,10000000000.0,10000000.0,10000000000.0,-1.8422682943267559,0.0008105129395871377
planck18,1.58,1380.0,25.127,4.0,0.04,3.0,21.83,5.0,16.58472219838014,0.6034042142285317,100000000.0,-0.2658207601869952,8.0,1.0022817935287083,0.1390195612150542,0.01,10000000000.0,10000000.0,10.0,0.5,0.01,10000000000000.0,-0.07183467093048644,-0.10580916175378446,0.0,-0.06446474638662561,-0.25865077542670084,2.115394254540508,0.014648724722756266,-0.01565079888413556,0.0,1.112459208238632,0.5,0.03,GAUSSIAN,0.37406831966808857,-0.0312462822759794,-0.23740393004180987,0.054309636110877614,-0.07468109605183547,24.314547953532077,3.126879962228922,25.127,1.5379009925418212,16.727850958023392,0.6252673807110393,100000000.0,-0.22242283869917623,0.12269969956999201,0.0,0.0,10000000000.0,10000000.0,10000000000.0,-1.8530001548585815,0.002902119623340996
planck18,1.58,1380.0,25.127,4.0,0.04,3.0,21.83,5.0,16.976852667974356,0.8263878910079733,100000000.0,-0.2902972235487468,8.0,1.7511141726170252,0.12697365726203452,0.01,10000000000.0,10000000.0,10.0,0.5,0.01,10000000000000.0,0.0030015655190473623,0.25154706142302863,0.0,0.05194194569980557,-0.06156424294564003,1.8766839251057774,0.0035671680718984467,-0.012138703279365047,0.0,0.906181380434085,0.5,0.03,GAUSSIAN,0.3326743880038319,-0.15177180043929217,0.22223740707026704,-0.0234877024457141,0.15097760287239234,20.549319073311494,2.7310418209487217,25.127,2.094184427046697,17.953340805812733,0.5589978137163815,100000000.0,-0.21717715456090636,0.1433675627275113,0.0,0.0,10000000000.0,10000000.0,10000000000.0,-1.8482235870346637,0.0012764467343301077
planck18,1.58,1380.0,25.127,4.0,0.04,3.0,21.83,5.0,17.947163679825035,0.6197280583268479,100000000.0,-0.2268154857459419,8.0,1.0764600168176182,0.13176704538313327,0.01,10000000000.0,10000000.0,10.0,0.5,0.01,10000000000000.0,-0.027572853154935822,0.3039254169642563,0.0,-0.04557136652467487,0.051886087944156,2.0407276805436996,0.002346237112912172,0.02852400585323735,0.0,0.8809213943618385,0.5,0.03,GAUSSIAN,0.36731224364174037,-0.43091366204063036,-0.1840015561535067,-0.09735140661916775,-0.0443736025606753,24.534449372709048,2.5200057787753565,25.127,1.6282437170605661,17.136745209500404,0.8081249609318679,100000000.0,-0.2224169715617147,0.15328997138247136,0.0,0.0,10000000000.0,10000000.0,10000000000.0,-1.9125599588792104,0.0015251585959412332
planck18,1.58,1380.0,25.127,4.0,0.04,3.0,21.83,5.0,17.991926737411003,0.805650488598681,100000000.0,-0.2566141364181808,8.0,0.8671980262352367,0.11421911432190597,0.01,10000000000.0,10000000.0,10.0,0.5,0.01,10000000000000.0,0.14709504142085306,0.2679696762032668,0.0,0.09150311636021452,-0.16042013863092897,2.0681783058300285,-0.01428700906590838,-0.04919273024236641,0.0,0.977154414227301,0.5,0.03,GAUSSIAN,0.27800674047144847,-0.16984303552029073,-0.04972347066794892,0.008393002371710116,-0.004280464762832169,24.155678960785995,2.6778507287847177,25.127,1.721798160045107,17.595714453899298,0.6594730351632094,100000000.0,-0.2799789116413783,0.11900887594992239,0.0,0.0,10000000000.0,10000000.0,10000000000.0,-1.8583558322011589,0.0026047874594362047
planck18,1.58,1380.0,25.127,4.0,0.04,3.0,21.83,5.0,17.175827881668074,0.7337701693278318,100000000.0,-0.2604098210756359,8.0,1.8066179530039281,0.12039385306959284,0.01,10000000000.0,10000000.0,10.0,0.5,0.01,10000000000000.0,-0.0638748271682106,-0.009003973286336035,0.0,-0.1712859683487503,0.08285022866836908,2.0665185918908016,-0.07822059948239207,0.04204081487173257,0.0,1.005291907117428,0.5,0.03,GAUSSIAN,0.3945504844681272,0.12119531614631965,-0.07059260915229286,-0.05642010363741576,-0.17488787338701242,20.80155792251537,2.685102596255345,25.127,2.1712730534975115,16.268400048535653,0.6554954378184555,100000000.0,-0.2296551288471443,0.10573546962964979,0.0,0.0,10000000000.0,10000000.0,10000000000.0,-1.862367301651867,0.0004351171573700231
planck18,1.58,1380.0,25.127,4.0,0.04,3.0,21.83,5.0,17.45082273392191,0.7897545437637392,100000000.0,-0.2323764149322144,8.0,2.0435243727556824,0.11384192909666556,0.01,10000000000.0,10000000.0,10.0,0.5,0.01,10000000000000.0,-0.17209020386935617,-0.10422641376132553,0.0,-0.06830384934899242,-0.1287217528410138,2.0069149459138633,-0.03780735295762535,-0.005952678438824025,0.0,1.1916545102634488,0.5,0.03,GAUSSIAN,0.3326916902299011,0.20904208913791805,-0.0803032674416904,0.03172119399706443,-3.904648729463334e-05,23.710441553545202,2.8263853600449322,25.127,2.0872129520931706,16.3667847218746,0.688765289826901,100000000.0,-0.21602879789839355,0.12485086164557567,0.0,0.0,10000000000.0,10000000.0,10000000000.0,-1.870989690145078,0.0023658539650583694
planck18,1.58,1380.0,25.127,4.0,0.04,3.0,21.83,5.0,16.105071658769827,0.6524063671562916,100000000.0,-0.25744157257667233,8.0,0.5518878823261038,0.1113377664163018,0.01,10000000000.0,10000000.0,10.0,0.5,0.01,10000000000000.0,-0.2085301662036566,0.2154500435920725,0.0,0.06084038318447116,0.16101790569099653,2.097637462685886,-0.055915640110822444,-0.001921944275396,0.0,0.9947109642102431,0.5,0.03,GAUSSIAN,0.2976590473137481,0.10506435668590662,-0.2440570209641212,-0.030842630932843226,-0.0685980368293426,23.706337578217482,2.1220899534663893,25.127,2.1226557784705498,16.113359278211018,0.5671889462635317,100000000.0,-0.23253855720257974,0.10361039219323627,0.0,0.0,10000000000.0,10000000.0,10000000000.0,-1.8562739191014697,0.00222228689035097
planck18,1.58,1380.0,25.127,4.0,0.04,3.0,21.83,5.0,17.46014062077011,0.5771383818863146,100000000.0,-0.2940333693071637,8.0,2.372186901844618,0.12671217857589806,0.01,10000000000.0,10000000.0,10.0,0.5,0.01,10000000000000.0,-0.024491986224852123,-0.027570717827144424,0.0,0.17617509733723025,-0.04998953542391714,1.977974394298956,-0.12828756451678447,0.006940201600421316,0.0,0.9145697156074125,0.5,0.03,GAUSSIAN,0.3754331932738038,0.06637671069254826,-0.009411462680607252,-0.004846804481236883,-0.09758665267928947,24.58582291280208,2.721892622142205,25.127,1.722126328914956,16.591821151282012,0.6230780532436571,100000000.0,-0.26577757604480734,0.11089291812325469,0.0,0.0,10000000000.0,10000000.0,10000000000.0,-1.8972915793521559,0.0038444664831250456
planck18,1.58,1380.0,25.127,4.0,0.04,3.0,21.83,5.0,17.29797791807759,0.7740800279434967,100000000.0,-0.28869618930286517,8.0,0.7522158492303056,0.1353920996955139,0.01,10000000000.0,10000000.0,10.0,0.5,0.01,10000000000000.0,0.004226302014267202,0.02083331492035791,0.0,0.0032587141224556327,0.03473411085252282,1.9908071722976617,0.004908532388122118,-0.0047639737944899,0.0,1.3352423643754516,0.5,0.03,GAUSSIAN,0.34973452118169446,0.16346335598042372,0.14644243486468828,-0.036987253372153604,0.13342570880634555,22.08080218633553,3.05249871538809,25.127,1.9258048813797966,16.665844411272754,0.7387985665164177,100000000.0,-0.2989022159231777,0.12812059774844808,0.0,0.0,10000000000.0,10000000.0,10000000000.0,-1.8712224691927117,0.0028202676527985812
planck18,1.58,1380.0,25.127,4.0,0.04,3.0,21.83,5.0,17.751452226045895,0.7404630158422544,100000000.0,-0.28787917748455455,8.0,0.6485254910371752,0.10929333873444055,0.01,10000000000.0,10000000.0,10.0,0.5,0.01,10000000000000.0,0.253605016144553,0.11413566899581264,0.0,0.15992176167524008,0.040517770681678826,2.071939522372838,0.03577771876594251,0.005193280298066481,0.0,1.3312378580104094,0.5,0.03,GAUSSIAN,0.35696563072407245,-0.1470398329665216,-0.2530684504932019,-0.230265236996545,-0.03813200047890555,22.94947656379313,3.7573406666379032,25.127,1.641385178094132,17.24847985747555,0.7614239791237167,100000000.0,-0.27125353345032416,0.10415791286972291,0.0,0.0,10000000000.0,10000000.0,10000000000.0,-1.8465735314346858,0.0030412495650143723
